tweet,date,events
"12 vidéos suivantes ont été prises le 25 mai 2012. Sur la 1ère, Lin Jun est déjà mort. Donc, pas de vidéo du meurtre comme tel. #Magnotta",10/23/2014,preuve
3e vidéo: #Magnotta à califourchon sur l'homme ligoté. Lui demande s'il est OK. Homme semble + ou - conscient.,10/23/2014,preuve
"Sur 2e et 3e vidéo (19 mai) #Magnotta s'active près de l'homme, vraisemblement celui aperçu au début de la vidéo qui a été diffusée en ligne",10/23/2014,preuve
"2 premières vidéos (19 mai) montrent homme nu, ligoté et yeux bandés, sur le lit de #Magnotta. On l'entend ronfler.",10/23/2014,preuve
"Il y avait aussi 15 vidéos sur carte mémoire. Trois filmées le 19 mai 2012, 12 filmées le 25, jour du meurtre. On les regarde #Magnotta",10/23/2014,preuve
"On voit aussi deux photos prises le 19 mai 2012, sur lesquelles on voit #Magnotta et un autre homme. Ils semblent endormis.",10/23/2014,preuve
"Ce sont des photos de #Magnotta pour la plupart. Parfois, il prend des poses. Divers documents aussi photographiés.",10/23/2014,preuve
Il y a 20 photos de Lin Jun sur la carte mémoire. Toutes prises après sa mort. Photos assez choquantes pour dire le moins. #Magnotta,10/23/2014,preuve
"Sarganis présente maintenant photos de la scène de crime, le 25 mai 2012. On y voit Lin Jun mort. #Magnotta",10/23/2014,preuve
"Sarganis présente d'abord trois photos prises avant le meurtre, où l'on voit #Magnotta porter un anneau au majeur de la main droite.",10/23/2014,preuve
"Couronne présente photos retrouvées dans la carte mémoire, en commençant avec photos prises avant jour du meurtre #Magnotta",10/23/2014,preuve
"Cette carte mémoire avait été retrouvée par la police, le 29 mai 2012, dans un appareil numérique mis aux ordures #Magnotta",10/23/2014,preuve
Rappelons que Sarganis a dit lundi que 12 vidéos et 20 photos prises le jour du meurtre ont été trouvées sur une carte mémoire #Magnotta,10/23/2014,preuve
West ajoute que le regard de #Magnotta sur cette photo est en partie absent (slightly vacant).,10/21/2014,-
"Leclair veut maintenant que West interprète le regard de #Magnotta sur photo prise dans l'entrevue. ""Il fixe intensément"", dit-il",10/21/2014,passe
Leclair suggère que cela s'explique peut-être par la visite de West à #Magnotta,10/21/2014,passe
"Après l'entrevue avec #Magnotta à l'hôtel Fusilier, West l'a vu descendre avec deux policiers en civils. A pris taxi.",10/21/2014,passe
"Dans courriel envoyé au Sun, Leclair croit reconnaître d'autres propos tenus dans un film par... Greta Garbo #Magnotta",10/21/2014,passe
Courriel envoyé au Sun fait référence à un journaliste sexy. West croit qu'il était question de lui. #Magnotta,10/21/2014,passe
"Le courriel reçu par le Sun le 10 déc. 2011, vous l'avez pris au sérieux? Oui et non. Ça semblait sorti tout droit d'un film. #Magnotta",10/21/2014,passe
"West auj. incertain que ça vient du film. Magnotta a aussi utilisé nom Trammel à Berlin, nom du perso. principal dans même film #Magnotta",10/21/2014,passe
"""Killing is not like smoking. With smoking, you can quit""' disait courriel reçu par Sun.West croit que ça vient de Basic Instinct #Magnotta",10/21/2014,passe
"""People framed me""a dit #Magnotta à West en déc. 2011. West dit qu'il ne le croyait pas. Il croyait qu'il était l'auteur des vidéos.",10/21/2014,passe
"""J'ai senti qu'il y avait quelque chose (...) qui n'était pas normal avec lui""dit West, en parlant de #Magnotta",10/21/2014,passe
"West semble souvent interloqué en écoutant les questions de l'avocat de #Magnotta. Souvent, il ne les comprend pas...",10/21/2014,passe
West dit croire que c'est lui qui a fourni l'enregistrement audio de son entrevue avec #Magnotta aux documentaristes,10/21/2014,passe
"West a utilisé escalier de secours pour aller rencontrer #Magnotta. Leclair dit que ce n'est pas approprié. ""Si vous le dites"", répond West",10/21/2014,passe
"#Magnotta devait savoir qu'en parlant à un journaliste, ce qu'il disait allait/pouvait être rapporté, poursuit West.",10/21/2014,passe
"Je ne croyais pas que #Magnotta allait être candide si je lui disais que je l'enregistrais, dit West. Leclair y voir un piège, une embuscade",10/21/2014,passe
"C'est Rebecca Brooks (News of the World) qui vous appris ça? Non, c'est une pratique courante, nous protège contre contestation #Magnotta",10/21/2014,passe
"West répète qu'il a enregistré #Magnotta à son insu, grâce à un micro dissimulé dans la poche de son veston",10/21/2014,passe
"Sur ce, West tente de définir le mot personnage. Même le PM aurait pu être appelé ainsi, Thatcher aussi. La reine? Pas sûr... #Magnotta",10/21/2014,passe
Pourquoi utilisez vous le terme personnage (character) pour parler de #Magnotta? demande Leclair. West dit que c'est une façon de parler.,10/21/2014,passe
"L'extrait que fait jouer Leclair vient du documentaire Sex, Fame & Murder, celui que le FFM a retiré de sa programmation cet été #Magnotta",10/21/2014,passe
"Vous aviez reçu un courriel ou plusieurs? On m'a dit que nous en avions reçu plusieurs, répond West #Magnotta",10/21/2014,passe
"Suggérez-vous que le courriel reçu au Sun venait de #Magnotta? ""Non. Pas nécessairement"", répond West.",10/21/2014,passe
West dit qu'il a retracé #Magnotta à Londres grâce à des informations anonymes que lui a transmis un de ses patrons.,10/21/2014,passe
"Me Leclair présente un extrait de cette entrevue afin, dit-il de rafraîchir la mémoire du témoin. #Magnotta",10/21/2014,passe
West a été interrogé dans le cadre d'un documentaire sur #Magnotta. Il ne se souvient du nom de l'individu à qui il a parlé.,10/21/2014,passe
"Leclair voudrait interroger West sur le scandale des écoutes électroniques au News on the World, mais le juge l'interdit. #Magnotta",10/21/2014,passe
"Quelles questions vouliez-vous poser à #Magnotta? Je voulais faire le suivi de l'histoire, dit West. Dément qu'il voulait écrire un livre",10/21/2014,passe
West demandait à Leclair s'il était possible de faire une entrevue avec #Magnotta et demandait des détails sur déroulement du procès,10/21/2014,passe
Me Leclair présente un courriel que West lui a envoyé le 19 novembre 2012. #Magnotta,10/21/2014,passe
"Décrivez son langage non verbal? Il était sur la défensive, dit West. Nerveux, mais arrogant à la fois #Magnotta",10/21/2014,passe
West explique que John Kilbride est le nom d'une victime d'un tueur en série connu en Angleteterre. #Magnotta,10/21/2014,passe
"Le courriel, qui semblait venir de John Kilbride, semblait faire référence à cette conversation. On a cru qu'il venait de #Magnotta",10/21/2014,-
"Le Sun n'a rien publié à la suite de cette entrevue. Mais deux jours plus tard, le tabloïd a reçu un courriel, dit West #Magnotta",10/21/2014,passe
West dit que le micro avec lequel il a enregistré #Magnotta était caché. Des photographies ont aussi été prises à son insu.,10/21/2014,passe
"#Magnotta dit que les vidéos de chatons tués sont ""horribles, choquantes""...",10/21/2014,passe
"Vous semblez obsédé par votre personnalité sur Internet, lance West. Ça fait partie de votre jeu. #Magnotta nie cela",10/21/2014,passe
"Quel est votre vrai nom?, demande West. J'ai légalement changé mon nom pour Luka Rocco #Magnotta, dit l'autre. ""Je n'ai pas d'autres noms""",10/21/2014,passe
"#Magnotta reste toujours poli avec West, même si ce dernier le bombarde de questions assez directes. ""Je suis une victime"", dit-il.",10/21/2014,passe
"""Je n'ai tué aucun animal de ma vie"", dit #Magnotta à West. ""Je ne suis impliqué dans aucun crime"".",10/21/2014,passe
"#Magnotta dément manipuler les médias, entretenir un culte de sa personnalité. Je suis victime de ""harcèlement criminel"", dit-il",10/21/2014,passe
"West bouscule #Magnotta, qui maintient sa ligne. ""Je ne veux pas faire d'entrevue. Je n'en ferai pas"", dit-il.",10/21/2014,passe
"""Je veux simplement qu'on me laisse en paix""dit #Magnotta, qui tente de mettre un terme à la conversation avec West.",10/21/2014,passe
"#Magnotta dit qu'il a contacté la police canadienne en raison de menaces de mort qu'il a reçues, vs Homolka et chatons tués.",10/21/2014,passe
"Je n'ai rien à voir avec Karla Homolka, dit #Magnotta, lorsque le journaliste lui demande s'il est vrai qu'il a une relation avec elle.",10/21/2014,passe
"#Magnotta s'exprime somme toute calmement, clairement. Conversation semble assez normale, sinon pour le sujet...",10/21/2014,passe
"Pourquoi les gens disent que vous tuer des chats? demande West. ""Demandez leur"". ""C'est complètement faux"". ""Je veux rester anonyme"".",10/21/2014,passe
#Magnotta dit qu'il reçoit des menaces de mort. Qu'il a appelé le Sun pour qu'on le laisse tranquille. Il ne veut pas trop parler.,10/21/2014,passe
"""Je n'ai rien à dire"", commence par dire #Magnotta. Il dit que des gens le harcèlent à l'hôtel. Des journalistes, selon le gérant...",10/21/2014,passe
"West dit avoir parlé longuement à #Magnotta (env. 30 min.), lui a demandé s'il était responsable des vidéos en ligne.",10/21/2014,passe
"West a rencontré #Magnotta dans un hôtel où il habitait près du stade Wembley, à Londres. C'était le 8 décembre 2011.",10/21/2014,passe
"Votre intention en rencontrant #Magnotta? Déterminer s'il était ou non l'auteur de certaines vidéos mises en ligne, répond West.",10/21/2014,passe
West décrit informations recueillies sur #Magnotta avant sa rencontre avec lui. Il avait notamment trouvé des photos de lui.,10/21/2014,passe
"West dit qu'il avait regardé plusieurs vidéos. En déc. 2010, le Sun avait publié une histoire sur des meurtres d'animaux en ligne #Magnotta",10/21/2014,passe
"Après recherches en ligne, West est remonté jusqu'à #Magnotta. Il le soupçonnait d'être en cause dans cette histoire de cruauté animale",10/21/2014,passe
"West travaillait pour le tabloïd Sun à l'époque. En décembre 2011, il s'est penché sur des vidéos montrant des chats tués #Magnotta",10/21/2014,passe
"Les trois vidéos qui correspondaient (caméra et ordi portatif) avaient été filmées le 19 mai 2012, dit Sarganis #Magnotta",10/20/2014,preuve
"La vidéo diffusée sur Internet le 25 mai se trouvait sur la carte-mémoire de la caméra numérique de #Magnotta, dit Sarganis",10/20/2014,preuve
"Parmi les quatres photos qui correspondaient s'en trouvaient deux de la scène de crime, dit Sarganis. #Magnotta",10/20/2014,preuve
Caméras et ordi portatif de #Magnotta: Sarganis explique qu'il y avait correspondance entre 3 vidéos et 4 photos.,10/20/2014,preuve
"Sarganis explique qu'il a collaboré avec son collègue Frank Massa, qui se penchait sur l'ordi portatif de #Magnotta",10/20/2014,preuve
"2e rapport de Sarganis, en février 2013, avait pour objectif de trouver date de prise des photos, dit le témoin #Magnotta",10/20/2014,preuve
"Idem pour les fichiers vidéos, exception faite de trois, où la dernière date d'accès est le 22 mai, donc avant le meurtre #Magnotta",10/20/2014,preuve
Sarganis conclut que la dernière date d'accès à l'appareil par ordi pour photos de scène de crime est le 25 mai 2012 #Magnotta,10/20/2014,preuve
"Rapport du 1er juin 2012: la carte-mémoire de l'appareil photo pouvait contenir 4 Gigabytes, ce qui est peu, selon lui. #Magnotta",10/20/2014,preuve
"En février, la caméra fonctionnait, dit Sarganis. La date qui y figurait par défaut était le 1er janvier 2005 #Magnotta",10/20/2014,preuve
"En février 2013, on a demandé à Sarganis de dater certaines photos de la carte-mémoire de la caméra #Magnotta",10/20/2014,preuve
"Les photos effacées n'étaient pas celles de la scène de crime, dit Sarganis. #Magnotta",10/20/2014,preuve
Certaines des 505 photos avaient été effacées mais ont été récupérées par Sarganis. #Magnotta,10/20/2014,preuve
"Sarganis a classé 505 photos en 4 catégories, dont certaines avaient été prises sur scène de crimes #Magnotta",10/20/2014,preuve
"Dans la caméra, il y avait 15 films et 505 photos, explique le policier Sarganis. #Magnotta",10/20/2014,preuve
"En 4 ou 5 heures, Sarganis a extrait des images de la caméra, qui était mouillée. Était dans les vidanges, ne fonctionnait pas #Magnotta",10/20/2014,preuve
Sarganis a commencé à travailler dans dossier #Magnotta 1er juin 2012. Il devait étudier carte mémoire d'une caméra numérique,10/20/2014,preuve
"Qui est Neil Fenton? L'info que j'ai eue est qu'il est le premier mari de Laureen Teskey, la femme du PM Harper, dit-elle #Magnotta",10/20/2014,preuve
"Kelm est arrivée vers 14h20 aux bureaux d'Ottawa du PCC, le 29 mai 2012. Des agents de la GRC étaient là. Elle a appelé Benoît #Magnotta",10/20/2014,preuve
"Cinq minutes plus tard, la police est arrivée au bureau de Benoit. La boîte était scellée. Fin du témoignage de Benoît #Magnotta",10/20/2014,preuve
"Vers 17h20, le 29 mai 2012, a reçu un appel. Le 2e colis avait (celui du PLC) été reçu à Postes Canada. Elle a prévenu la police #Magnotta",10/20/2014,preuve
"Benoit a vérifié, appris que les deux colis avaient été postés depuis Montréal. L'autre n'avait pas encore été livré. #Magnotta",10/20/2014,preuve
La police d'Ottawa a informé Benoit du colis contenant une partie de corps qui avait été reçu au PCC #Magnotta,10/20/2014,preuve
"En mai 2012, Benoit travaillait au bureau de traitement de Postes Canada à Ottawa. Elle a reçu un appel de la police 29 mai 2012 #Magnotta",10/20/2014,preuve
"Sur note manuscrite dans colis au PCC, on peut voir le nom de ""Neil Fanton"". Personne n'a encore pu dire de qui il s'agit... #Magnotta",10/20/2014,preuve
Ce colis destiné au PLC intercepté par Postes Canada avait aussi été envoyé par #Magnotta en utilisant le nom de Renée Bordelais.,10/20/2014,preuve
"Ce second colis était destiné au Parti libéral du Canada, dit Pombert, qui montre les photos de son contenant. #Magnotta",10/20/2014,preuve
"Un second colis a été intercepté par Postes Canada. Il contenait une autre partie de corps, explique Pombert. #Magnotta",10/20/2014,preuve
"Colis avait été envoyé par #Magnott évidemment, malgré le nom de Renée Bordelais inscrit dessus.",10/20/2014,preuve
Le colis en question avait été envoyé directement au Parti conservateur. Adresse de retour au nom de Renée Bordelais. #Magnotta,10/20/2014,preuve
Des photos prises au QG du PCC par Pombert sont montrées au jury. On voit le colis et son contenant. #Magnotta,10/20/2014,preuve
Pombert dit qu'on lui a demandé de prendre des photos du colis sur place. Partie de corps ensuite envoyėe à la morgue. #Magnotta,10/20/2014,preuve
Ponbert explique qu'on l'a appelée pour un colis suspect le 29 mai 2012. Il contenait une partie de corps. #Magnotta,10/20/2014,preuve
"Une policière d'Ottawa, Chantal Ponbert, témoigne. #Magnotta",10/20/2014,preuve
"Byrne dit qu'elle a prévenu directeur du cabinet du PM Nigel Wright, après 14h. #Magnotta",10/20/2014,preuve
Police d'Ottawa est venue en 15 min. Byrne n'a jamais regardé elle-même ce que contenait le colis. #Magnotta,10/20/2014,preuve
"Dans ce sac, il y avait un autre paquet. Ça sentait ""très mauvais"". Ça m'inquiétait, dit Byrne. Son assistante a appelé 911 #Magnotta",10/20/2014,preuve
"Selon Byrne, colis était adressé au PCC, à moitié ouvert. Elle l'a ouvert. Il y avait qq chose enveloppé dans sac de vidange #Magnotta",10/20/2014,preuve
"29 mai 2012: ver 10:30-10h45, mon assistante m'a remis un colis dans mon bureau, dit Byrne. Elle le décrit. #Magnotta",10/20/2014,preuve
"Un colis envoyé à Louise Jones, école St. Georges, à Vancouver. L'autre destiné à False Creek Elementary School. #Magnotta",10/20/2014,preuve
"Couronne a seconde facture, émise 3 minutes + tard. Mandat-poste pour 100$ US. À l'ordre d'une compagnie. #Magnotta",10/20/2014,preuve
"#Magnotta a envoyé deux colis réguliers le 26 mai 2012 + un timbre pour les États-Unis, dit Law.",10/20/2014,preuve
"Couronne dépose en preuve facture de l'envoi postal de #Magnotta le 26 mai 2012, à 12:10. Interroge Law à ce sujet.",10/20/2014,preuve
"Les images ont été filmées le 26 mai 2012, peu après midi #Magnotta quittera son appart. qq heures + tard. Prendra l'avion pour Paris",10/20/2014,preuve
"Couronne présente plusieurs extraits vidéos captés à l'époque, montrant les lieux où travaillait Law. #Magnotta y apparaît.",10/20/2014,preuve
"Law dit que des policiers ont voulu le rencontrer, en juin 2012, croit-il, pour identifier un individu sur vidéo de surveillance. #Magnotta",10/20/2014,preuve
"En mai 2012, Law travaillait à un comptoir postal de la rue Ste-Catherine O., à Montréal. Au complexe Les Ailes. #Magnotta",10/20/2014,preuve
"Passeport de #Magnotta expirait le 25 avril 2017, note son avocat.",10/17/2014,depart
"Réservation de billet d'avion de #Magnotta a été faite le 25 mai 2012 à 16h37, via Expedia, rappelle Fradette.",10/17/2014,depart
"#Magnotta a fait sa réservation le 25 mai 2012, donc jour du meurtre. Prévoyait revenir 1er juin, mais ne s'est pas présenté, dit Fradette",10/17/2014,depart
"Selon Fradette, #Magnotta a voyagé avec son vrai nom. Son nom était sur le billet et dans son passeport.",10/17/2014,-
"Mon changement de nom, en 96, a été rapporté dans plusieurs médias, note Valentini. Son témoignage se termine sur ce #Magnotta",10/17/2014,-
"Personne ne sait que vous êtes la soeur de Karla Homolka? ""Tout le monde le sait""dit Valentini, née Lori (et non Laurie) Homolka #Magnotta",10/17/2014,-
Valentini dit qu'aucun journaliste ne l'a appelé en lien avec cette affaire. #Magnotta,10/17/2014,-
"Valentini ne connaît personne à l'école False Creek de Vancouver, où #Magnotta a envoyé colis avec son adresse.",10/17/2014,-
"Valentini a été ""étonnée""d'apprendre qu'elle avait été mêlée malgré elle à cette histoire. #Magnotta",10/17/2014,-
Valentini avait été contacté par policier au sujet d'une affaire médiatisée. A appris les détails après recherche sur Internet. #Magnotta,10/17/2014,-
Valentini dit qu'elle ne connaît pas #Magnotta.,10/17/2014,-
"L'adresse de Valentini, la soeur de Karla Homolka, est adresse de l'expéditeur sur un colis envoyé à Vancouver par #Magnotta",10/17/2014,-
Nom de naissance de Mme Valentini est Laurie Homolka. #Magnotta,10/17/2014,-
"""Je ne comprenais pas"". ""Pas plaisant que mon nom soit utilisé"", même si aucun média ne m'a contacté à ce sujet. #Magnotta",10/17/2014,-
L'adresse de Chrétien à Gatineau était l'adresse de retour sur un colis envoyé par #Magnotta. Il a été surpris d'apprendre ça.,10/17/2014,-
Chrétien dit avoir appris que son nom était sur un colis envoyé à Vancouver en mai 2012 par un policier de Montréal #Magnotta,10/17/2014,-
Êtes-vous lié au Parti conservateur? Demande Leclair. Chrétien rit. Dit que non. #Magnotta,10/17/2014,-
Chrétien dit qu'il est de notoriété publique qu'il est fils de Jean. Son adresse perso peut être facilement trouvée sur Internet. #Magnotta,10/17/2014,-
Chrétien ne connait pas #Magnotta. L'adresse sur le colis qu'on lui montre est la sienne.,10/17/2014,-
Chrétien dit qu'il n'a pas envoyé de colis postal à Vancouver le 25 mai 2012. Mais son adresse figure sur un colis envoyé #Magnotta,10/17/2014,-
"Hubert Chrétien, qui témoigne au procès #Magnotta, est le fils de l'ex-pm Jean.",10/17/2014,-
Radio-Canada a obtenu des images inédites des évènements qui ont mené à la mort d'Alain Magloire en février dernier https://t.co/mGU5eUkfOY,10/16/2014,-
"La vidéo présentée est la seule que la police a encore, dit Paoliello. 3 autres vidéos étaient sur un disque dur qui a ""crashé""#Magnotta",10/16/2014,-
Me Leclair croit que True Faith était une chanson entendue dans la série Queer as Folk. #Magnotta,10/16/2014,-
Paoliello indique que la chanson entendue sur la vidéo est True Faith de New Order. #Magnotta,10/16/2014,-
"Soyez prévenus, je ne décrirai aucune scène de profanation de cadavre. #Magnotta",10/16/2014,-
"Le propriétaire du second site gore qui avait mis vidéo en ligne, à Edmonton, ne collaborait pas avec la police, précise Paoliello #Magnotta",10/16/2014,-
Vidéo sur You Tube avait 27 secondes de plus que les autres. Paoliello n'a pas vérifié ce qu'elle contenait de plus. #Magnotta,10/16/2014,-
Google a refusé de donner infos supplémentaires sur la personne qui avait mis vidéo en ligne. Exigeait mandat international... #Magnotta,10/16/2014,-
Demande faite à Google le 1er juin; réponse des avocats le 4 juin. La vidéo avait été retirée. #Magnotta,10/16/2014,-
Paoliello a demandé à Google de retirer la vidéo sur You Tube. Voulait savoir aussi qui l'avait téléversée. #Magnotta,10/16/2014,-
Vidéo sur You Tube aurait été mise en ligne le 25 mai si l'on en croit le procureur de la Couronne. #Magnotta,10/16/2014,-
"Paoliello explique que la vidéo avait aussi été téléversée sur You Tube, mais en mode privé. #Magnotta",10/16/2014,-
Le site acceptait de retirer la vidéo et donnait des infos sur un individu qui l'avait trouvée. #Magnotta,10/16/2014,-
Paoliello a envoyé courriel au 3e site gore qui diffusait la vidéo le 31 mai 2012. A eu réponse d'un avocat le lendemain #Magnotta,10/16/2014,-
Nouvelle suspension de l'audience. #Magnotta,10/16/2014,-
"Paoliello a contacté webmestre de ce 3e site pour savoir qui avait téléchargé la vidéo, et quand. #Magnotta",10/16/2014,-
"La vidéo était aussi sur un 3e site ""gore"". Paoliello s'en est rendue compte en raison d'un tatouage numérique sur vidéo #Magnotta",10/16/2014,-
"Finalement, adresse IP de Capt Fly Scratch le plaçait en Australie, selon Paoliello. #Magnotta",10/16/2014,-
"Hébergeur a fourni lien vers la vidéo, adresses IP de connexion au compte de Capt Fly Scratch. Pas d'IP du téléchargement. #Magnotta",10/16/2014,-
"Paoliello lui a alors demandé adresse IP, l'heure du téléchargement, etc. #Magnotta",10/16/2014,-
"30 mai 2012: le webmestre d'un site avait répondu, demandait plus d'infos, était prêt à collaborer, dit Paoliello. #Magnotta",10/16/2014,-
"Des vérifications ont ensuite été faites sur des réseaux sociaux, dont Facebook, avec nom de Magnotta, dit Paoliello #Magnotta",10/16/2014,-
"La vidéo avait été téléchargée le 27 mai 2012, dit Paoliello. Heure n'était pas indiquée. #Magnotta",10/16/2014,-
Paoliello a contacté des fournisseurs en leur donnant adresse IP afin de retrouver adresse physique de celui qui avait mis vidéos #Magnotta,10/16/2014,-
Paoliello dit que les vidéos avaient été mises en ligne par Captain Fly Scratch. #Magnotta,10/16/2014,-
"Paoliello a utilisé moteurs de recherche spécialisés pour trouver ""hébergeurs"". Donnent nom du proprio, adresse du serveur, etc. #Magnotta",10/16/2014,-
"Paoliello explique qu'elle voulait retracer auteur de la vidéo et contacter les ""hébergeurs""pour qu'il la retire. #Magnotta",10/16/2014,-
"Un collègue de Paoliello avait fait copie de la vidéo sur clé USB, qu'elle a sauvegardée sur serveur du SPVM. #Magnotta",10/16/2014,-
"Vidéo durait 10 min. 22 sec. sur les 2 sites. Semblait être la même vidéo, qu'elle décrit. On la verra + tard, dit la Couronne. #Magnotta",10/16/2014,-
"Paoliello ne connaissait pas les deux sites ""gore""qui hébergeaient la vidéo. Elle explique leur fonctionnement. #Magnotta",10/16/2014,-
"Paoliello a reçu cette demande des enquêteurs le 29 mai 2012, vers 20h. Après un courriel d'Ottawa reçu par SPVM. #Magnotta",10/16/2014,-
"Paoliello dit avoir aidé les enquêteurs à sauvegarder la vidéo filmée par #Magnotta. Était sur deux sites, sous deux titres",10/16/2014,-
"Paoliello explique aux jurés que la section des crimes technologiques aide enquêteurs dans dossiers avec Internet, etc. #Magnotta",10/16/2014,-
Les 4 boîtes postales que #Magnotta s'est fait rembourser avant 14h le 25 mai 2012 avaient été achetées env. 4h plus tôt.,10/16/2014,-
Lee n'a vu aucune différence dans l'apparence de #Magnotta entre le pm et la soirée. Rien de particulier dans son attitude.,10/16/2014,-
"#Magnotta avait sa facture pour le remboursement des 4 boîtes postales, dit Lee. Il en avait acheté 5.",10/16/2014,-
"#Magnotta s'exprimait en anglais. Échange minimal, dit Lee. Il avait pris ses coordonnées pour le remboursement.",10/16/2014,-
Lee a rencontré #Magnotta 2 fois ce jour-là. Il était venu en pm pour se faire rembourser 4 boîtes. En avait acheté des + grosses.,10/16/2014,-
"Extrait: ""M. #Magnotta attend""Oui""Et là, il attend toujours?""Oui""Passionnant.",10/16/2014,-
"Le commis prend les deux boîtes de #Magnotta. Elles seront conservées au comptoir jusqu'à la collecte, lundi, 10h.",10/16/2014,-
"Voilà #Magnotta au comptoir postal du PJC. Porte perruque noire, pantalon gris, t-shirt blanc, sac en bandoulière. Semble calme.",10/16/2014,-
"Sur les images, on voit #Magnotta, portant à deux mains un sac de plastique PJC bien rempli. Plusieurs séquences montrées au jury",10/16/2014,-
"L'employé qui a servi #Magnotta est Tomokazu Lee, dit Tremblay. Sur ce, on visionne images filmées le 25 mai 2012.",10/16/2014,-
"Tremblay donne des précisions sur les deux colis : dimensions, poids, prix, etc. Ce fut payé en argent comptant. #Magnotta",10/16/2014,-
"Les policiers ont demandé une copie du reçu remis au client sur la vidéo, dit Tremblay. On leur a remis. #Magnotta",10/16/2014,-
"À 19h10, sur les images du 25 mai, on voyait un individu expédié deux colis, deux boîtes blanches de format moyen, dit Tremblay #Magnotta",10/16/2014,-
"Policiers ont voulu voir les images filmées par nos caméras le vendredi 25 mai, vers 19h, dit Tremblay #Magnotta",10/16/2014,-
"29 mai 2012: des policiers sont venus pr caméras de surveillance, dit Tremblay. Colis avait été envoyé de notre bureau de postes #Magnotta",10/16/2014,-
#Magnotta: un somnifère a été trouvé dans le corps de Lin Jun... et dans une bouteille de vin qui était chez l'accusé http://t.co/wzMw3DnCl8,10/15/2014,-
Lavallée est formelle : impossible de déterminer concentration de temazepam dans le corps de Lin Jun au moment de sa mort. #Magnotta,10/15/2014,-
Lavallée note que le vin est aussi un dépresseur. Mais elle n'a pas pu analyser le taux d'alcoolémie de Lin Jun #Magnotta,10/15/2014,-
"Lavallée dit avoir trouvé du temazepam dans la bouteille de vin, mais impossible de déterminer en quelle quantité. #Magnotta",10/15/2014,-
"Temazepam soluble dans du vin rouge? C'est sûr, dit Lavallée. #Magnotta",10/15/2014,-
"Lavallée explique comment elle a analysé le contenu de la bouteille de vin, en utilisant un solvant, de l'éthanol. #Magnotta",10/15/2014,-
"27 février 2013, SPVM m'a envoyé bouteille de vin vide pour analyse, dit Lavallée. #Magnotta",10/15/2014,-
"Temazepam fait normalement effet 1 à 3 heures après consommation, dit Lavallée. #Magnotta",10/15/2014,-
"Trop forte dose de temazepam peut induire perte de conscience, ajoute Lavallée. #Magnotta",10/15/2014,-
"Temazepam pas produit du genre le plus courant, dit Lavallée. Mais on en voit dans des cas de meurtre, agression sexuelle #Magnotta",10/15/2014,-
"Ces deux substances trouvées chez Lin Jun sont des dépresseurs. Leur présence combinée additionne leur effet, dit Lavallée #Magnotta",10/15/2014,-
"Autre substance retrouvée dans corps de Lin Jun : du diphenhydramine, antihistaminique en vente libre, dit Lavallée. #Magnotta",10/15/2014,-
"Les quantités de temazepam auraient cependant pu être différentes au moment du décès, ajoute Lavallée. #Magnotta",10/15/2014,-
"2 mg de temazepam ont été retrouvés dans 3 ml de contenu gastrique de Lin Jun, précise Lavallée. #Magnotta",10/15/2014,-
"Du temazepam réduit le délai d'endormissement et allonge la période de sommeil, explique Lavallée à la Couronne. #Magnotta",10/15/2014,-
Lavallée ajoute que du temazepam peut cependant être acheté sur Internet. Dose normale : 15 ou 30 milligrammes. #Magnotta,10/15/2014,-
"Le temazepam est un somnifère qu'on doit se procurer avec prescription d'un médecin au Canada, dit Lavallée #Magnotta",10/15/2014,-
"4 juillet 2012, foie, rein et rate de la victime lui ont aussi été envoyés par Dazé pour analyse toxicologique, dit Lavallée. #Magnotta",10/15/2014,-
"Lavallée explique que le pathologiste Yann Dazé lui a demandé d'analyser du contenu gastrique et de la bile, le 8 juin 2012. #Magnotta",10/15/2014,-
"Lavallé a déposé 2 rapports dans dossier #Magnotta : un en octobre 2012, l'autre, en mars 2013.",10/15/2014,-
"Lavallée dit qu'elle voulait vérifier qu'elle pouvait répondre. Quand on lui a dit de ne pas répondre, elle n'a pas prévenu #Magnotta",10/15/2014,-
"L'avocat de #Magnotta est mécontent que Lavallée n'a pas répondu à ses questions au départ, et qu'elle ne l'en a même pas avisé.",10/15/2014,-
"Lavallée dit à Leclair que son patron lui a dit de ne pas communiquer avec lui. Jusqu'à hier, alors que la Couronne a autorisé ça #Magnotta",10/15/2014,-
L'avocat de #Magnotta demande à Lavallée combien de dossier avec temazepam elle a traités. Elle ne peut le dire.,10/15/2014,-
"Rappelons que le pathologiste Dazé a dit la semaine passée que du temazepam, un somnifère, a été trouvé dans le corps de Lin Jun #Magnotta",10/15/2014,-
"Dans le dossier #Magnota, Lavallée dit avoir déposé son rapport toxicologique le 11 octobre 2012",10/15/2014,-
"#Magnotta a bcp dormi pendant le vol. N'a rien dit de spécial, dit Paradiso.",10/15/2014,-
Un psychiatre accompagnait les policiers qui sont allés chercher #Magnotta à Berlin. 1ère fois que Paradiso en voyait un dans ce dossier,10/15/2014,-
"Le 18 juin 2012, Paradiso a mis #Magnotta en état d'arrestation, lui a lu ses droits, etc.",10/15/2014,-
"1ère rencontre avec #Magnotta est survenue le lundi 18 juin, vers 14h20, lorsqu'il a été escorté à l'avion par police allemande -Paradiso",10/15/2014,-
